"","paddy.slevel","paddy.temp","paddy.ph","paddy.season","paddy.humidity","paddy.variation","paddy.yield"
"1",-0.11104927208398,-0.435745581645344,-1.04615652654981,0,-0.888795060794918,0.816455755078008,798.505910889556
"2",0.359527900586544,-0.739918431764094,1.60060757518275,1,-0.988058517031298,0.816455755078008,660.609980878265
"3",0.0666317842635924,1.67963833054415,-0.528311376210832,0,-0.193950867140262,0.816455755078008,731.591683191558
"4",-1.14520854535696,-0.712266354480571,-0.470773026173167,0,0.500893326514394,-1.22468363261701,941.063731935962
"5",-0.88562762709918,0.0205136935327813,-0.758464776361489,0,1.09647406393267,-1.22468363261701,927.008309851711
"6",-1.56581292092973,-0.698440315838809,-0.758464776361489,1,0.103839501568876,0.816455755078008,613.402572848524
"7",1.34510251001449,0.144948041308634,0.564917274504794,1,0.203102957805256,0.816455755078008,530.026420244637
"8",0.387290565640852,-1.72156717532915,0.50737892446713,0,-0.789531604558539,0.816455755078008,588.587040256243
"9",0.863420271322239,-1.54182867298625,-1.3913866267758,0,-0.293214323376642,-1.22468363261701,746.806078512842
"10",-1.23127280702532,-0.60165804534648,-1.16123322662514,0,1.69205480135095,-1.22468363261701,859.566156143167
"11",0.941155733474301,1.72111644646943,-0.988618176512147,1,-0.193950867140262,0.816455755078008,641.855832391108
"12",1.25070944882984,0.850076012038464,-1.16123322662514,0,0.203102957805256,0.816455755078008,689.423855921874
"13",1.5089022338349,-1.30678601607631,1.08276242484377,0,-0.789531604558539,0.816455755078008,679.683345684316
"14",1.42839050517741,-0.366615388436537,1.65814592522042,0,-0.0946874109038828,-1.22468363261701,747.198338678572
"15",0.589958020537303,0.172600118592156,1.25537747495677,0,-1.68290271068595,-1.22468363261701,904.277034565651
"16",0.0485860519782921,-0.338963311153014,1.1978391249191,0,1.09647406393267,0.816455755078008,727.031359565444
"17",-0.223488065553929,-0.8090486249729,-0.240619626022509,0,-1.08732197326768,0.816455755078008,707.222021875593
